Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_per_90,Ast_per_90,G+A_per_90,G-PK_per_90,G+A-PK_per_90,Matches,Team
Fernando Muslera,URU,GK,37.0,45,45,4019.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Lucas Torreira,URU,MF,27.0,43,43,3639.0,40.4,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Galatasaray
Mauro Icardi,ARG,FW,30.0,42,39,3553.0,39.5,28.0,10.0,38.0,21.0,7.0,9.0,2.0,0.0,0.71,0.25,0.96,0.53,0.79,Matches,Galatasaray
Kerem Aktürkoğlu,TUR,"MF,FW",24.0,45,36,3052.0,33.9,14.0,6.0,20.0,11.0,3.0,4.0,5.0,1.0,0.41,0.18,0.59,0.32,0.5,Matches,Galatasaray
Abdülkerim Bardakcı,TUR,DF,28.0,35,32,2879.0,32.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Galatasaray
Barış Alper Yılmaz,TUR,"FW,MF",23.0,45,30,2850.0,31.7,6.0,8.0,14.0,6.0,0.0,0.0,9.0,0.0,0.19,0.25,0.44,0.19,0.44,Matches,Galatasaray
Dries Mertens,BEL,MF,36.0,43,35,2813.0,31.3,10.0,16.0,26.0,9.0,1.0,1.0,3.0,0.0,0.32,0.51,0.83,0.29,0.8,Matches,Galatasaray
Victor Nelsson,DEN,DF,24.0,37,31,2724.0,30.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.07,0.0,0.07,0.07,0.07,Matches,Galatasaray
Kaan Ayhan,TUR,"MF,DF",28.0,42,28,2595.0,28.8,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.03,0.07,0.1,0.03,0.1,Matches,Galatasaray
Kerem Demirbay,GER,MF,30.0,38,30,2424.0,26.9,7.0,3.0,10.0,6.0,1.0,1.0,3.0,0.0,0.26,0.11,0.37,0.22,0.33,Matches,Galatasaray
Sacha Boey,FRA,DF,22.0,25,25,2250.0,25.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Galatasaray
Davinson Sánchez,COL,DF,27.0,29,23,2131.0,23.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.08,0.08,0.17,0.08,0.17,Matches,Galatasaray
Wilfried Zaha,CIV,FW,30.0,38,18,1872.0,20.8,10.0,4.0,14.0,10.0,0.0,0.0,3.0,0.0,0.48,0.19,0.67,0.48,0.67,Matches,Galatasaray
Tetê,BRA,FW,23.0,40,15,1348.0,15.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.07,0.2,0.27,0.07,0.27,Matches,Galatasaray
Hakim Ziyech,MAR,FW,30.0,23,15,1319.0,14.7,8.0,4.0,12.0,8.0,0.0,0.0,5.0,0.0,0.55,0.27,0.82,0.55,0.82,Matches,Galatasaray
Derrick Köhn,GER,DF,24.0,13,13,1152.0,12.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.08,0.16,0.23,0.08,0.23,Matches,Galatasaray
Angeliño,ESP,DF,26.0,14,12,1027.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,Galatasaray
Berkan Kutlu,TUR,DF,25.0,22,10,1013.0,11.3,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.18,0.09,0.27,0.18,0.27,Matches,Galatasaray
Sérgio Oliveira,POR,MF,31.0,18,5,633.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.14,0.14,0.28,0.14,0.28,Matches,Galatasaray
Tanguy Ndombele,FRA,MF,26.0,24,5,559.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,Galatasaray
Kazımcan Karataş,TUR,DF,20.0,9,7,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Halil Dervişoğlu,TUR,FW,23.0,14,3,345.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,Galatasaray
Cédric Bakambu,COD,FW,32.0,12,1,231.0,2.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.78,0.0,0.78,0.78,0.78,Matches,Galatasaray
Carlos Vinícius,BRA,MF,28.0,12,1,145.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.62,0.0,0.62,0.62,0.62,Matches,Galatasaray
Günay Güvenç,Unknown,GK,32.0,2,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Ali Turap Bülbül,TUR,DF,18.0,3,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Serge Aurier,CIV,DF,30.0,4,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Leo Dubois,FRA,DF,28.0,1,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Eyüp Aydın,Unknown,MF,18.0,10,0,49.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,1.84,Matches,Galatasaray
Yunus Akgün,TUR,MF,23.0,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Baran Demiroğlu,Unknown,FW,18.0,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Efe Akman,TUR,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Galatasaray
Fredrik Midtsjø,NOR,MF,29.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Emin Bayram,TUR,DF,20.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Özgur Baran Aksaka,Unknown,MF,20.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Gökdeniz Gürpüz,TUR,MF,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Hamza Akman,TUR,MF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Ali Yeşilyurt,TUR,DF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Jankat Yilmaz,TUR,GK,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Atakan Nuri Ordu,Unknown,GK,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Galatasaray
Ferdi Kadioglu,TUR,DF,23.0,44,41,3846.0,42.7,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,Fenerbahce
Dušan Tadić,SRB,MF,34.0,48,44,3780.0,42.0,12.0,15.0,27.0,4.0,8.0,12.0,3.0,0.0,0.29,0.36,0.64,0.1,0.45,Matches,Fenerbahce
Dominik Livaković,CRO,GK,28.0,40,40,3628.0,40.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Sebastian Szymański,POL,MF,24.0,47,40,3525.0,39.2,10.0,15.0,25.0,10.0,0.0,0.0,5.0,0.0,0.26,0.38,0.64,0.26,0.64,Matches,Fenerbahce
Edin Džeko,BIH,FW,37.0,42,37,3010.0,33.4,23.0,4.0,27.0,21.0,2.0,3.0,3.0,0.0,0.69,0.12,0.81,0.63,0.75,Matches,Fenerbahce
İsmail Yüksek,TUR,MF,24.0,38,33,2924.0,32.5,0.0,4.0,4.0,0.0,0.0,0.0,10.0,2.0,0.0,0.12,0.12,0.0,0.12,Matches,Fenerbahce
Jayden Oosterwolde,NED,DF,22.0,36,29,2679.0,29.8,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Fenerbahce
Bright Osayi-Samuel,NGA,DF,25.0,33,31,2609.0,29.0,4.0,1.0,5.0,4.0,0.0,0.0,11.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,Fenerbahce
Alexander Djiku,GHA,DF,28.0,32,29,2607.0,29.0,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,0.1,0.03,0.14,0.1,0.14,Matches,Fenerbahce
Fred,BRA,MF,30.0,33,30,2544.0,28.3,3.0,7.0,10.0,3.0,0.0,0.0,7.0,1.0,0.11,0.25,0.35,0.11,0.35,Matches,Fenerbahce
İrfan Kahveci,TUR,MF,28.0,39,26,2418.0,26.9,14.0,8.0,22.0,14.0,0.0,0.0,7.0,0.0,0.52,0.3,0.82,0.52,0.82,Matches,Fenerbahce
Rodrigo Becão,BRA,DF,27.0,20,19,1452.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Michy Batshuayi,BEL,FW,29.0,35,11,1369.0,15.2,16.0,2.0,18.0,12.0,4.0,5.0,5.0,0.0,1.05,0.13,1.18,0.79,0.92,Matches,Fenerbahce
Cengiz Ünder,TUR,MF,26.0,30,16,1224.0,13.6,9.0,2.0,11.0,9.0,0.0,0.0,3.0,0.0,0.66,0.15,0.81,0.66,0.81,Matches,Fenerbahce
Mert Müldür,TUR,DF,24.0,26,11,1122.0,12.5,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.08,0.32,0.4,0.08,0.4,Matches,Fenerbahce
Serdar Aziz,TUR,DF,32.0,15,13,1076.0,12.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,Fenerbahce
Çağlar Söyüncü,TUR,DF,27.0,15,11,1058.0,11.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,Fenerbahce
Crespo,POR,MF,26.0,15,11,1001.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Fenerbahce
Rade Krunić,BIH,MF,29.0,15,10,873.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Miha Zajc,SVN,MF,29.0,17,8,852.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Fenerbahce
Mert Yandaş,TUR,MF,28.0,20,9,754.0,8.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.24,0.24,0.48,0.24,0.48,Matches,Fenerbahce
İrfan Can Eğribayat,TUR,GK,25.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Ryan Kent,ENG,MF,26.0,15,7,623.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Fenerbahce
Joshua King,NOR,MF,31.0,20,4,597.0,6.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.6,0.15,0.75,0.6,0.75,Matches,Fenerbahce
Samet Akaydın,TUR,DF,29.0,10,6,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Serdar Dursun,TUR,FW,31.0,9,1,227.0,2.5,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.19,0.79,1.98,1.19,1.98,Matches,Fenerbahce
Leonardo Bonucci,ITA,DF,36.0,10,1,212.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Fenerbahce
Yusuf Akçiçek,TUR,DF,17.0,4,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Umut Nayir,TUR,FW,30.0,11,0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Altay Bayındır,TUR,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Emre Mor,TUR,MF,26.0,6,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Bartuğ Elmaz,TUR,MF,20.0,5,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Furkan Akyüz,Unknown,GK,17.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Muhammet Zeki Dursun,Unknown,MF,17.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fenerbahce
Ahmet Aydin,Unknown,DF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Efekan Karayazı,Unknown,MF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Doğukan Demi,Unknown,GK,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Muhammet Imre,Unknown,MF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Çagri Fedai,Unknown,FW,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Lincoln,BRA,MF,24.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Emir Ortakaya,TUR,DF,19.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Kaan Akyazi,Unknown,FW,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Fenerbahce
Uğurcan Çakır,TUR,GK,27.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Evren Eren Elmalı,TUR,DF,23.0,35,35,3109.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Edin Višća,BIH,MF,33.0,37,35,2834.0,31.5,5.0,10.0,15.0,4.0,1.0,1.0,1.0,0.0,0.16,0.32,0.48,0.13,0.44,Matches,Trabzonspor
Batista Mendy,FRA,"MF,DF",23.0,31,31,2771.0,30.8,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,Trabzonspor
Berat Özdemir,TUR,MF,25.0,32,28,2389.0,26.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Trabzonspor
Enis Bardhi,MKD,MF,28.0,35,26,2359.0,26.2,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,0.27,0.15,0.42,0.27,0.42,Matches,Trabzonspor
Stefano Denswil,SUR,DF,30.0,26,25,2263.0,25.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Trabzonspor
Rayyan Baniya,Unknown,DF,24.0,22,21,1794.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Paul Onuachu,NGA,FW,29.0,21,19,1520.0,16.9,15.0,4.0,19.0,15.0,0.0,0.0,3.0,0.0,0.89,0.24,1.13,0.89,1.13,Matches,Trabzonspor
Trézéguet,EGY,MF,28.0,25,18,1604.0,17.8,10.0,5.0,15.0,9.0,1.0,1.0,2.0,0.0,0.56,0.28,0.84,0.5,0.79,Matches,Trabzonspor
Anastasios Bakasetas,GRE,MF,30.0,18,14,1413.0,15.7,4.0,2.0,6.0,3.0,1.0,1.0,3.0,0.0,0.25,0.13,0.38,0.19,0.32,Matches,Trabzonspor
Thomas Meunier,BEL,DF,31.0,14,14,1242.0,13.8,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.07,0.36,0.43,0.07,0.43,Matches,Trabzonspor
Abdülkadir Ömür,TUR,MF,24.0,16,14,1110.0,12.3,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41,0.41,0.0,0.41,Matches,Trabzonspor
Enis Destan,TUR,FW,21.0,33,13,1377.0,15.3,9.0,4.0,13.0,8.0,1.0,1.0,4.0,0.0,0.59,0.26,0.85,0.52,0.78,Matches,Trabzonspor
Nicolas Pépé,CIV,"MF,FW",28.0,19,13,1121.0,12.5,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.4,0.16,0.56,0.4,0.56,Matches,Trabzonspor
Filip Benković,CRO,DF,26.0,14,13,1112.0,12.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Trabzonspor
Mehmet Aydin,GER,DF,21.0,20,12,1289.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Taxiarchis Fountas,GRE,"MF,FW",27.0,29,12,1136.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.16,0.08,0.24,0.16,0.24,Matches,Trabzonspor
Jens Stryger Larsen,DEN,DF,32.0,16,12,1023.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Umut Güneş,TUR,MF,23.0,19,9,918.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Joaquín Fernández,ESP,DF,27.0,13,5,392.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Umut Bozok,TUR,FW,26.0,13,3,430.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Trabzonspor
Dimitrios Kourbelis,GRE,MF,29.0,6,3,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Muhammet Taha Tepe,TUR,GK,22.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Hüseyin Türkmen,TUR,DF,25.0,4,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Tonio Teklić,CRO,MF,23.0,5,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Arif Boşluk,TUR,DF,20.0,3,1,99.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.91,Matches,Trabzonspor
Dogucan Haspolat,TUR,MF,23.0,3,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Kerem Şen,Unknown,FW,21.0,7,0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Mislav Oršić,CRO,"FW,MF",30.0,6,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Göktan Gürpüz,GER,MF,20.0,5,0,25.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6,0.0,3.6,3.6,3.6,Matches,Trabzonspor
Maxi Gómez,URU,FW,26.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Trabzonspor
Engin Yıldırım,TUR,FW,18.0,2,0,10.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,Matches,Trabzonspor
Ognjen Bakić,MNE,MF,20.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Abdurrahman Bayram,TUR,FW,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Onuralp Çevikkan,TUR,GK,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Salih Malkoçoglu,Unknown,MF,18.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Ali Yılmaz,TUR,MF,19.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Oğuzhan Yilmaz,TUR,MF,17.0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Matches,Trabzonspor
Squad Total,Unknown,Unknown,26.9,38,418,3420.0,38.0,66.0,44.0,110.0,62.0,4.0,4.0,65.0,1.0,1.74,1.16,2.89,1.63,2.79,Unknown,Trabzonspor
Opponent Total,Unknown,Unknown,28.0,38,418,3420.0,38.0,50.0,32.0,82.0,44.0,6.0,6.0,92.0,2.0,1.32,0.84,2.16,1.16,2.0,Unknown,Trabzonspor
Berkay Özcan,TUR,MF,25.0,34,33,2810.0,31.2,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,0.06,0.06,0.13,0.03,0.1,Matches,Istanbul-Basaksehir
Krzysztof Piątek,POL,FW,28.0,34,32,2694.0,29.9,17.0,1.0,18.0,13.0,4.0,5.0,3.0,0.0,0.57,0.03,0.6,0.43,0.47,Matches,Istanbul-Basaksehir
Deniz Turuc,TUR,MF,30.0,34,31,2670.0,29.7,2.0,12.0,14.0,2.0,0.0,0.0,11.0,0.0,0.07,0.4,0.47,0.07,0.47,Matches,Istanbul-Basaksehir
Léo Duarte,BRA,DF,27.0,30,30,2700.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Istanbul-Basaksehir
Jerome Opoku,GHA,DF,24.0,28,28,2479.0,27.5,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,0.15,0.04,0.18,0.15,0.18,Matches,Istanbul-Basaksehir
Leo Dubois,FRA,DF,28.0,30,26,2242.0,24.9,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.04,0.16,0.2,0.04,0.2,Matches,Istanbul-Basaksehir
Volkan Babacan,TUR,GK,34.0,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Istanbul-Basaksehir
João Figueiredo,BRA,"MF,FW",27.0,34,22,2025.0,22.5,8.0,2.0,10.0,8.0,0.0,0.0,8.0,2.0,0.36,0.09,0.44,0.36,0.44,Matches,Istanbul-Basaksehir
Ousseynou Ba,SEN,DF,27.0,22,21,1764.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches,Istanbul-Basaksehir
Lucas Lima,BRA,DF,31.0,32,20,1894.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.05,0.1,0.14,0.05,0.14,Matches,Istanbul-Basaksehir
Dimitris Pelkas,GRE,"MF,FW",29.0,23,16,1238.0,13.8,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,0.44,0.29,0.73,0.44,0.73,Matches,Istanbul-Basaksehir
Ömer Ali Şahiner,TUR,"DF,MF",31.0,22,15,1194.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Istanbul-Basaksehir
Muhammed Şengezer,TUR,GK,26.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Istanbul-Basaksehir
Danijel Aleksić,SRB,MF,32.0,21,13,1158.0,12.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,Istanbul-Basaksehir
Serdar Gürler,TUR,MF,31.0,21,11,1018.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Istanbul-Basaksehir
