Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Dylan Bronn,tn TUN,"DF,MF",28.0,6,2,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Salernitan
Trivante Stewart,jm JAM,"FW,MF",23.0,5,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,Salernitan
Iron Gomis,fr FRA,MF,23.0,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.49,0.38,0.49,Matches,Salernitan
Andres Sfait,ro ROU,"DF,MF",18.0,4,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,Salernitan
Mamadou Coulibaly,sn SEN,DF,24.0,2,1,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Salernitan
Gerardo Fusco,it ITA,FW,18.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,Salernitan
Ciro Borrelli,it ITA,MF,17.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Salernitan
Andrei Motoc,ro ROU,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Antonio Iervolino,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Pasquale Allocca,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Emanuele Elia,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Salvati Gregorio,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Luca Boncori,it ITA,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Rocco Di Vico,it ITA,MF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Niccolò Guccione,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Tommaso Ferrari,it ITA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Salernitan
Gustavo Hamer,nl NED,MF,26.0,38,36,3075.0,34.2,5.0,7.0,12.0,5.0,0.0,0.0,10.0,0.0,3.0,3.0,6.1,9.1,36.0,135.0,86.0,0.15,0.2,0.35,0.15,0.35,0.09,0.19,0.28,0.09,0.28,Matches,Sheffield-United
Jack Robinson,eng ENG,DF,29.0,35,32,2975.0,33.1,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches,Sheffield-United
Jayden Bogle,eng ENG,DF,23.0,36,34,2940.0,32.7,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,2.3,2.3,1.0,3.3,38.0,60.0,92.0,0.09,0.03,0.12,0.09,0.12,0.07,0.03,0.11,0.07,0.11,Matches,Sheffield-United
Auston Trusty,us USA,DF,24.0,34,30,2752.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Sheffield-United
Anel Ahmedhodžić,ba BIH,DF,24.0,32,30,2739.0,30.4,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,3.1,3.1,0.8,4.0,15.0,43.0,21.0,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,Matches,Sheffield-United
Wes Foderingham,eng ENG,GK,32.0,31,30,2739.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Vinicius Souza,br BRA,MF,24.0,38,29,2697.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,7.0,66.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Matches,Sheffield-United
Cameron Archer,eng ENG,"FW,MF",22.0,32,24,2055.0,22.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.5,5.5,2.8,8.3,33.0,15.0,113.0,0.18,0.04,0.22,0.18,0.22,0.27,0.14,0.41,0.27,0.41,Matches,Sheffield-United
James Mcatee,eng ENG,"MF,FW",20.0,32,21,1940.0,21.6,5.0,4.0,9.0,4.0,1.0,1.0,2.0,0.0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.23,0.19,0.42,0.19,0.37,0.15,0.15,0.3,0.11,0.26,Matches,Sheffield-United
Oliver Norwood,nir NIR,MF,32.0,30,19,1710.0,19.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.1,0.3,0.6,0.9,3.0,73.0,10.0,0.05,0.05,0.11,0.0,0.05,0.07,0.04,0.11,0.02,0.06,Matches,Sheffield-United
Ben Osborn,eng ENG,"DF,MF",28.0,26,15,1435.0,15.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,16.0,55.0,44.0,0.0,0.13,0.13,0.0,0.13,0.01,0.06,0.07,0.01,0.07,Matches,Sheffield-United
Oliver McBurnie,sct SCO,FW,27.0,23,16,1353.0,15.0,6.0,3.0,9.0,4.0,2.0,2.0,7.0,2.0,6.9,5.3,2.0,7.3,6.0,30.0,60.0,0.4,0.2,0.6,0.27,0.47,0.48,0.14,0.62,0.37,0.51,Matches,Sheffield-United
Ben Brereton,cl CHI,"FW,MF",24.0,16,15,1186.0,13.2,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,6.1,5.3,1.5,6.7,23.0,37.0,78.0,0.46,0.08,0.53,0.38,0.46,0.49,0.12,0.61,0.43,0.55,Matches,Sheffield-United
Andre Brooks,eng ENG,"MF,DF",19.0,23,14,1086.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Sheffield-United
Luke Thomas,eng ENG,DF,22.0,13,12,1007.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches,Sheffield-United
George Baldock,gr GRE,DF,30.0,13,11,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,Matches,Sheffield-United
William Osula,dk DEN,FW,19.0,24,11,947.0,10.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.7,7.0,2.0,41.0,0.29,0.0,0.29,0.29,0.29,0.19,0.01,0.2,0.19,0.2,Matches,Sheffield-United
Oliver Arblaster,eng ENG,MF,19.0,12,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.8,13.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Sheffield-United
Ivo Grbić,hr CRO,GK,27.0,10,10,861.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Mason Holgate,eng ENG,DF,26.0,10,9,710.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.6,0.6,0.4,1.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,Sheffield-United
Yasser Larouci,dz ALG,DF,22.0,13,7,628.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Sheffield-United
John Egan,ie IRL,DF,30.0,7,7,572.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Sheffield-United
Max Lowe,eng ENG,"DF,MF",26.0,10,4,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.23,0.1,0.23,Matches,Sheffield-United
Bénie Adama Traore,ci CIV,"FW,MF",20.0,9,3,432.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,Sheffield-United
Anis Ben Slimane,tn TUN,MF,22.0,15,4,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,3.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23,Matches,Sheffield-United
Chris Basham,eng ENG,"DF,MF",35.0,9,4,411.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Matches,Sheffield-United
Rhian Brewster,eng ENG,"FW,MF",23.0,14,3,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.1,0.5,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Sheffield-United
Rhys Norrington-Davies,wls WAL,DF,24.0,7,4,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Sheffield-United
Tom Davies,eng ENG,MF,25.0,9,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,Sheffield-United
Femi Seriki,eng ENG,DF,21.0,2,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Sheffield-United
John Fleck,sct SCO,"MF,DF",31.0,4,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,Sheffield-United
Ismaila Cheick Coulibaly,ml MLI,MF,22.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Sheffield-United
Adam Davies,wls WAL,GK,31.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Sheffield-United
Louie Marsh,eng ENG,FW,19.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Sheffield-United
Jili Buyabu,eng ENG,MF,21.0,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Sheffield-United
Sam Curtis,ie IRL,DF,17.0,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Daniel Jebbison,eng ENG,FW,19.0,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Antwoine Hackford,eng ENG,FW,19.0,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Sydie Peck,eng ENG,MF,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Ryan One,sct SCO,FW,17.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield-United
Owen Hampson,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield-United
Dovydas Sasnauskas,,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield-United
Billy Blacker,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield-United
Jordan Amissah,gh GHA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield-United
Evan Easton,sct SCO,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sheffield-United
Willian Pacho,ec ECU,DF,21.0,42,42,3758.0,41.8,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,2.3,2.3,1.5,3.8,28.0,175.0,4.0,0.0,0.07,0.07,0.0,0.07,0.06,0.04,0.1,0.06,0.1,Matches,Eintracht-Frankfur
Kevin Trapp,de GER,GK,33.0,41,41,3644.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht-Frankfur
Robin Koch,de GER,DF,27.0,40,40,3483.0,38.7,4.0,2.0,6.0,4.0,0.0,0.0,12.0,0.0,3.6,3.6,0.5,4.1,22.0,171.0,5.0,0.1,0.05,0.16,0.1,0.16,0.1,0.01,0.11,0.1,0.11,Matches,Eintracht-Frankfur
Tuta,br BRA,DF,24.0,39,36,3126.0,34.7,2.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,1.8,1.8,2.2,4.0,26.0,164.0,50.0,0.06,0.06,0.12,0.06,0.12,0.06,0.07,0.12,0.06,0.12,Matches,Eintracht-Frankfur
Omar Marmoush,eg EGY,"FW,MF",24.0,39,35,2983.0,33.1,17.0,6.0,23.0,14.0,3.0,3.0,8.0,0.0,14.4,12.0,5.5,17.5,101.0,72.0,208.0,0.51,0.18,0.69,0.42,0.6,0.46,0.17,0.63,0.38,0.55,Matches,Eintracht-Frankfur
Ellyes Skhiri,tn TUN,MF,28.0,36,33,2915.0,32.4,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,1.1,4.6,15.0,142.0,33.0,0.12,0.09,0.22,0.12,0.22,0.11,0.04,0.15,0.11,0.15,Matches,Eintracht-Frankfur
Mario Götze,de GER,MF,31.0,39,32,2677.0,29.7,4.0,2.0,6.0,4.0,0.0,0.0,5.0,1.0,3.1,3.1,3.5,6.6,25.0,138.0,149.0,0.13,0.07,0.2,0.13,0.2,0.11,0.12,0.24,0.11,0.24,Matches,Eintracht-Frankfur
Fares Chaïbi,dz ALG,"MF,FW",20.0,37,29,2619.0,29.1,4.0,10.0,14.0,4.0,0.0,0.0,3.0,0.0,4.5,4.5,9.6,14.1,72.0,111.0,196.0,0.14,0.34,0.48,0.14,0.48,0.17,0.35,0.52,0.17,0.52,Matches,Eintracht-Frankfur
Junior Dina Ebimbe,fr FRA,"MF,DF",22.0,42,32,2551.0,28.3,10.0,4.0,14.0,9.0,1.0,1.0,7.0,0.0,7.2,6.4,4.0,10.4,73.0,95.0,209.0,0.35,0.14,0.49,0.32,0.46,0.27,0.15,0.42,0.24,0.39,Matches,Eintracht-Frankfur
Ansgar Knauff,de GER,"MF,DF",21.0,39,27,2477.0,27.5,8.0,2.0,10.0,8.0,0.0,0.0,7.0,1.0,6.8,6.8,2.5,9.3,93.0,68.0,205.0,0.29,0.07,0.36,0.29,0.36,0.25,0.09,0.34,0.25,0.34,Matches,Eintracht-Frankfur
Hugo Larsson,se SWE,MF,19.0,37,26,2404.0,26.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,2.0,4.1,31.0,94.0,55.0,0.07,0.04,0.11,0.07,0.11,0.08,0.08,0.16,0.08,0.16,Matches,Eintracht-Frankfur
Aurélio Buta,pt POR,"DF,MF",26.0,39,25,2249.0,25.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.5,0.5,0.7,1.3,54.0,106.0,117.0,0.04,0.08,0.12,0.04,0.12,0.02,0.03,0.06,0.02,0.06,Matches,Eintracht-Frankfur
Niels Nkounkou,fr FRA,"DF,MF",22.0,39,23,2127.0,23.6,3.0,2.0,5.0,3.0,0.0,0.0,6.0,1.0,1.6,1.6,2.5,4.1,81.0,90.0,97.0,0.13,0.08,0.21,0.13,0.21,0.07,0.12,0.19,0.07,0.19,Matches,Eintracht-Frankfur
Philipp Max,de GER,DF,29.0,26,19,1486.0,16.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,2.8,3.1,25.0,63.0,57.0,0.06,0.12,0.18,0.06,0.18,0.02,0.18,0.21,0.02,0.21,Matches,Eintracht-Frankfur
Hrvoje Smolčić,hr CRO,DF,22.0,17,8,801.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.1,10.0,55.0,0.0,0.11,0.0,0.11,0.11,0.11,0.12,0.01,0.13,0.12,0.13,Matches,Eintracht-Frankfur
Hugo Ekitike,fr FRA,FW,21.0,16,7,771.0,8.6,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,1.7,4.1,17.0,9.0,68.0,0.47,0.23,0.7,0.47,0.7,0.28,0.2,0.48,0.28,0.48,Matches,Eintracht-Frankfur
Makoto Hasebe,jp JPN,"DF,MF",39.0,14,6,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Eintracht-Frankfur
Jessic Ngankam,de GER,FW,23.0,21,4,516.0,5.7,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.7,1.0,0.4,1.4,3.0,4.0,29.0,0.35,0.0,0.35,0.35,0.35,0.35,0.08,0.43,0.19,0.27,Matches,Eintracht-Frankfur
Jens Grahl,de GER,GK,34.0,5,4,405.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0.0,0.07,0.07,0.0,0.07,Matches,Eintracht-Frankfur
Jens Petter Hauge,no NOR,"MF,FW",23.0,15,3,398.0,4.4,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,16.0,13.0,31.0,0.0,0.68,0.68,0.0,0.68,0.06,0.2,0.26,0.06,0.26,Matches,Eintracht-Frankfur
Sasa Kalajdzic,at AUT,FW,26.0,6,6,389.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.5,2.0,8.0,10.0,0.23,0.23,0.46,0.23,0.46,0.24,0.12,0.36,0.24,0.36,Matches,Eintracht-Frankfur
Donny van de Beek,nl NED,"MF,FW",26.0,8,4,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,Matches,Eintracht-Frankfur
Paxten Aaronson,us USA,MF,19.0,13,2,302.0,3.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,12.0,13.0,26.0,0.0,0.6,0.6,0.0,0.6,0.22,0.08,0.3,0.22,0.3,Matches,Eintracht-Frankfur
Kristijan Jakić,hr CRO,"MF,FW",26.0,6,1,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.3,0.4,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,Eintracht-Frankfur
Randal Kolo Muani,fr FRA,FW,24.0,3,3,217.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,6.0,3.0,9.0,0.83,0.0,0.83,0.83,0.83,0.77,0.0,0.77,0.77,0.77,Matches,Eintracht-Frankfur
Jean Mattéo Bahoya,fr FRA,"MF,FW",18.0,8,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Eintracht-Frankfur
Jesper Lindstrøm,dk DEN,FW,23.0,2,2,169.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,9.0,0.0,0.53,0.53,0.0,0.53,0.2,0.0,0.2,0.2,0.2,Matches,Eintracht-Frankfur
Nacho Ferri,es ESP,"FW,MF",18.0,13,0,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,0.0,3.0,11.0,0.56,0.0,0.56,0.56,0.56,1.01,0.03,1.04,1.01,1.04,Matches,Eintracht-Frankfur
Sebastian Rode,de GER,MF,32.0,11,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Eintracht-Frankfur
Elias Baum,de GER,"DF,MF",17.0,6,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Eintracht-Frankfur
Nnamdi Collins,de GER,DF,19.0,2,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht-Frankfur
Timothy Chandler,us USA,"MF,DF",33.0,8,0,40.0,0.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.7,2.0,7.0,15.0,0.0,4.5,4.5,0.0,4.5,0.35,1.22,1.57,0.35,1.57,Matches,Eintracht-Frankfur
Christopher Lenz,de GER,DF,28.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht-Frankfur
Marko Mladenović,rs SRB,MF,18.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eintracht-Frankfur
Noel Futkeu,de GER,FW,20.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Eintracht-Frankfur
Kauã Santos,br BRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Eintracht-Frankfur
Simon Simoni,al ALB,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Eintracht-Frankfur
Luke Gauer,de GER,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Eintracht-Frankfur
Nils Ramming,se SWE,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Eintracht-Frankfur
Oliver Baumann,de GER,GK,33.0,36,36,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches,Hoffenheim
Maximilian Beier,de GER,"FW,MF",20.0,35,30,2521.0,28.0,16.0,1.0,17.0,16.0,0.0,0.0,0.0,0.0,11.4,11.4,2.4,13.8,61.0,30.0,224.0,0.57,0.04,0.61,0.57,0.61,0.43,0.09,0.51,0.43,0.51,Matches,Hoffenheim
Pavel Kadeřábek,cz CZE,"DF,FW",31.0,30,29,2502.0,27.8,3.0,4.0,7.0,3.0,0.0,0.0,7.0,0.0,2.5,2.5,4.7,7.2,38.0,88.0,153.0,0.11,0.14,0.25,0.11,0.25,0.09,0.18,0.27,0.09,0.27,Matches,Hoffenheim
Anton Stach,de GER,MF,24.0,32,27,2411.0,26.8,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,3.5,5.2,49.0,143.0,46.0,0.07,0.11,0.19,0.07,0.19,0.07,0.13,0.2,0.07,0.2,Matches,Hoffenheim
Florian Grillitsch,at AUT,"DF,MF",27.0,31,26,2370.0,26.3,1.0,6.0,7.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,1.7,2.9,32.0,152.0,22.0,0.04,0.23,0.27,0.04,0.27,0.05,0.07,0.12,0.05,0.12,Matches,Hoffenheim
