Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Ozan Kabak,tr TUR,DF,23.0,30,29,2353.0,26.1,4.0,0.0,4.0,4.0,0.0,0.0,13.0,2.0,2.2,2.2,1.1,3.3,21.0,110.0,11.0,0.15,0.0,0.15,0.15,0.15,0.09,0.04,0.13,0.09,0.13,Matches,Hoffenheim
Andrej Kramarić,hr CRO,"MF,FW",32.0,31,26,2289.0,25.4,17.0,6.0,23.0,11.0,6.0,6.0,4.0,0.0,11.1,7.1,7.3,14.5,71.0,119.0,175.0,0.67,0.24,0.9,0.43,0.67,0.45,0.3,0.75,0.29,0.59,Matches,Hoffenheim
Grischa Prömel,de GER,MF,28.0,30,29,2277.0,25.3,4.0,5.0,9.0,4.0,0.0,0.0,10.0,1.0,3.8,3.8,2.8,6.6,35.0,96.0,60.0,0.16,0.2,0.36,0.16,0.36,0.16,0.12,0.28,0.16,0.28,Matches,Hoffenheim
Wout Weghorst,nl NED,FW,30.0,30,26,2157.0,24.0,7.0,4.0,11.0,6.0,1.0,1.0,5.0,0.0,7.2,6.4,3.5,9.9,14.0,57.0,132.0,0.29,0.17,0.46,0.25,0.42,0.33,0.16,0.49,0.29,0.45,Matches,Hoffenheim
Ihlas Bebou,tg TOG,"FW,DF",29.0,34,17,1755.0,19.5,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.9,4.9,2.6,7.5,42.0,38.0,145.0,0.36,0.31,0.67,0.36,0.67,0.27,0.14,0.41,0.27,0.41,Matches,Hoffenheim
John Brooks,us USA,DF,30.0,23,20,1719.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,2.6,2.6,0.1,2.7,5.0,61.0,1.0,0.1,0.0,0.1,0.1,0.1,0.15,0.01,0.16,0.15,0.16,Matches,Hoffenheim
Marius Bülter,de GER,"DF,FW",30.0,32,17,1517.0,16.9,2.0,5.0,7.0,2.0,0.0,0.0,3.0,1.0,1.4,1.4,3.4,4.9,37.0,60.0,107.0,0.12,0.3,0.42,0.12,0.42,0.1,0.23,0.32,0.1,0.32,Matches,Hoffenheim
Kevin Vogt,de GER,DF,31.0,18,16,1470.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,16.0,84.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,Hoffenheim
Robert Skov,dk DEN,"DF,FW",27.0,25,14,1260.0,14.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,1.8,1.8,1.9,3.7,28.0,71.0,92.0,0.21,0.29,0.5,0.21,0.5,0.13,0.14,0.26,0.13,0.26,Matches,Hoffenheim
Kevin Akpoguma,ng NGA,DF,28.0,18,12,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.3,0.3,0.3,0.6,10.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches,Hoffenheim
Umut Tohumcu,de GER,MF,18.0,21,12,1023.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.6,18.0,46.0,27.0,0.0,0.18,0.18,0.0,0.18,0.04,0.1,0.14,0.04,0.14,Matches,Hoffenheim
Stanley N'Soki,fr FRA,DF,24.0,11,7,631.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,7.0,37.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Hoffenheim
Finn Ole Becker,de GER,MF,23.0,23,5,621.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,16.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.09,0.04,0.09,Matches,Hoffenheim
Tim Drexler,de GER,DF,18.0,8,6,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim
David Jurásek,cz CZE,DF,22.0,13,4,496.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.1,12.0,12.0,38.0,0.0,0.18,0.18,0.0,0.18,0.03,0.18,0.21,0.03,0.21,Matches,Hoffenheim
Attila Szalai,hu HUN,DF,25.0,5,4,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,Hoffenheim
Mergim Berisha,de GER,FW,25.0,7,1,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.51,0.32,0.51,Matches,Hoffenheim
Tom Bischof,de GER,"MF,FW",18.0,14,1,181.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,2.0,18.0,18.0,0.0,0.99,0.99,0.0,0.99,0.19,0.4,0.59,0.19,0.59,Matches,Hoffenheim
Angelo Stiller,de GER,MF,22.0,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,Hoffenheim
Julian Justvan,de GER,"FW,MF",25.0,5,0,79.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,12.0,1.14,0.0,1.14,1.14,1.14,0.07,0.0,0.07,0.07,0.07,Matches,Hoffenheim
Bambasé Conté,de GER,"MF,FW",20.0,8,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,Hoffenheim
Dennis Geiger,de GER,MF,25.0,3,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,Hoffenheim
Max Moerstedt,de GER,"DF,FW",,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim
Kasim Nuhu,gh GHA,DF,28.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim
Diadie Samassékou,ml MLI,MF,27.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Hoffenheim
Luca Philipp,de GER,GK,22.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,Hoffenheim
Joshua Quarshie,de GER,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Hoffenheim
Nahuel Noll,de GER,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Hoffenheim
Marvin Ducksch,de GER,FW,29.0,34,33,2755.0,30.6,13.0,9.0,22.0,8.0,5.0,6.0,9.0,0.0,12.8,7.9,7.8,15.7,17.0,88.0,150.0,0.42,0.29,0.72,0.26,0.56,0.43,0.26,0.69,0.26,0.52,Matches,Werder-Bremen
Romano Schmid,at AUT,"MF,FW",23.0,34,31,2691.0,29.9,4.0,6.0,10.0,4.0,0.0,0.0,5.0,0.0,5.2,5.2,6.3,11.5,75.0,144.0,165.0,0.13,0.2,0.33,0.13,0.33,0.18,0.22,0.4,0.18,0.4,Matches,Werder-Bremen
Anthony Jung,de GER,DF,31.0,32,31,2668.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.3,1.0,24.0,107.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Matches,Werder-Bremen
Mitchell Weiser,de GER,"DF,MF",29.0,31,30,2656.0,29.5,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,3.8,3.8,4.2,7.9,81.0,111.0,189.0,0.1,0.24,0.34,0.1,0.34,0.13,0.14,0.27,0.13,0.27,Matches,Werder-Bremen
Michael Zetterer,de GER,GK,28.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Werder-Bremen
Jens Stage,dk DEN,MF,26.0,31,27,2417.0,26.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,4.4,4.4,1.9,6.3,24.0,85.0,60.0,0.11,0.04,0.15,0.11,0.15,0.17,0.07,0.24,0.17,0.24,Matches,Werder-Bremen
Marco Friedl,at AUT,DF,25.0,26,25,2198.0,24.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.2,0.2,0.1,0.3,4.0,59.0,2.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,Matches,Werder-Bremen
Miloš Veljković,rs SRB,DF,27.0,24,22,2010.0,22.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.7,1.7,0.8,2.5,16.0,89.0,13.0,0.09,0.04,0.13,0.09,0.13,0.08,0.04,0.12,0.08,0.12,Matches,Werder-Bremen
Senne Lynen,be BEL,MF,24.0,32,20,1797.0,20.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.8,2.2,10.0,66.0,28.0,0.0,0.15,0.15,0.0,0.15,0.02,0.09,0.11,0.02,0.11,Matches,Werder-Bremen
Leonardo Bittencourt,de GER,MF,29.0,30,20,1648.0,18.3,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,2.2,2.2,2.9,5.2,61.0,85.0,74.0,0.05,0.11,0.16,0.05,0.16,0.13,0.17,0.3,0.13,0.3,Matches,Werder-Bremen
Felix Agu,de GER,"DF,MF",23.0,24,19,1614.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.6,1.5,32.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,Werder-Bremen
Olivier Deman,be BEL,DF,23.0,29,14,1365.0,15.2,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.9,2.0,26.0,40.0,53.0,0.13,0.07,0.2,0.13,0.2,0.07,0.06,0.13,0.07,0.13,Matches,Werder-Bremen
Nick Woltemade,de GER,"FW,MF",21.0,30,12,1189.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,1.7,4.1,21.0,43.0,80.0,0.15,0.0,0.15,0.15,0.15,0.18,0.13,0.31,0.18,0.31,Matches,Werder-Bremen
Niklas Stark,de GER,DF,28.0,18,13,1178.0,13.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,5.0,37.0,1.0,0.15,0.0,0.15,0.15,0.15,0.02,0.0,0.02,0.02,0.02,Matches,Werder-Bremen
Justin Njinmah,de GER,FW,22.0,24,10,1016.0,11.3,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,4.9,4.9,2.4,7.3,36.0,13.0,95.0,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65,0.44,0.65,Matches,Werder-Bremen
Rafael Borré,co COL,FW,27.0,19,11,991.0,11.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.4,2.4,1.8,4.2,16.0,28.0,73.0,0.36,0.0,0.36,0.36,0.36,0.22,0.16,0.38,0.22,0.38,Matches,Werder-Bremen
Christian Groß,de GER,"DF,MF",34.0,21,8,828.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,17.0,46.0,5.0,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08,Matches,Werder-Bremen
Jiří Pavlenka,cz CZE,GK,31.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Julián Malatini,ar ARG,DF,22.0,11,6,602.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,9.0,27.0,7.0,0.15,0.0,0.15,0.15,0.15,0.15,0.04,0.18,0.15,0.18,Matches,Werder-Bremen
Amos Pieper,de GER,DF,25.0,8,8,600.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.8,1.2,3.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,Matches,Werder-Bremen
Dawid Kownacki,pl POL,FW,26.0,22,3,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39,Matches,Werder-Bremen
Niclas Füllkrug,de GER,FW,30.0,3,3,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.3,0.7,2.0,9.0,12.0,0.33,0.0,0.33,0.0,0.0,0.23,0.13,0.36,0.23,0.36,Matches,Werder-Bremen
Skelly Alvero,fr FRA,MF,21.0,6,1,123.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.4,1.0,9.0,6.0,0.73,0.0,0.73,0.73,0.73,0.24,0.03,0.27,0.24,0.27,Matches,Werder-Bremen
Naby Keïta,gn GUI,"MF,DF",28.0,5,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Werder-Bremen
Oliver Burke,sct SCO,FW,26.0,2,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Nicolai Rapp,de GER,DF,26.0,3,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Isak Hansen-Aarøen,no NOR,MF,18.0,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,Werder-Bremen
Leon Opitz,de GER,"FW,DF",18.0,3,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Ilia Gruev,bg BUL,MF,23.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Joel Imasuen,us USA,FW,18.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Werder-Bremen
Kein Sato,jp JPN,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen
Spyridon Angelidis,gr GRE,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen
Jakob Löpping,de GER,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen
Eduardo Dos Santos Haesler,de GER,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen
Cimo Röcker,de GER,DF,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Werder-Bremen
Noah Atubolu,de GER,GK,21.0,45,45,4080.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
Maximilian Eggestein,de GER,MF,26.0,45,45,3951.0,43.9,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,3.4,3.4,3.8,7.2,66.0,223.0,94.0,0.07,0.11,0.18,0.07,0.18,0.08,0.09,0.17,0.08,0.17,Matches,Freiburg
Nicolas Höfler,de GER,MF,33.0,40,37,3344.0,37.2,1.0,2.0,3.0,1.0,0.0,0.0,11.0,1.0,1.3,1.3,1.0,2.4,19.0,138.0,19.0,0.03,0.05,0.08,0.03,0.08,0.04,0.03,0.07,0.04,0.07,Matches,Freiburg
Ritsu Doan,jp JPN,"MF,FW",25.0,42,36,3212.0,35.7,9.0,4.0,13.0,9.0,0.0,0.0,2.0,0.0,6.5,6.5,5.5,12.0,72.0,102.0,195.0,0.25,0.11,0.36,0.25,0.36,0.19,0.17,0.36,0.19,0.36,Matches,Freiburg
Lucas Höler,de GER,"FW,MF",29.0,45,35,3183.0,35.4,7.0,3.0,10.0,6.0,1.0,2.0,9.0,0.0,10.1,8.6,3.6,12.2,30.0,66.0,205.0,0.2,0.08,0.28,0.17,0.25,0.3,0.11,0.41,0.26,0.36,Matches,Freiburg
Vincenzo Grifo,it ITA,"MF,FW",30.0,44,39,3127.0,34.7,12.0,10.0,22.0,4.0,8.0,8.0,3.0,0.0,10.3,4.0,9.9,13.9,66.0,148.0,189.0,0.35,0.29,0.63,0.12,0.4,0.32,0.31,0.62,0.12,0.43,Matches,Freiburg
Matthias Ginter,de GER,DF,29.0,34,32,2848.0,31.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,1.4,2.9,33.0,173.0,24.0,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1,Matches,Freiburg
Manuel Gulde,de GER,DF,32.0,36,31,2713.0,30.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.4,1.4,12.0,100.0,5.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,Freiburg
Kiliann Sildillia,fr FRA,"DF,MF",21.0,38,29,2583.0,28.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.1,2.1,1.1,3.2,37.0,99.0,98.0,0.03,0.03,0.07,0.03,0.07,0.08,0.04,0.12,0.08,0.12,Matches,Freiburg
Roland Sallai,hu HUN,"FW,MF",26.0,37,31,2531.0,28.1,8.0,4.0,12.0,8.0,0.0,1.0,8.0,0.0,10.5,9.7,4.9,14.6,63.0,64.0,184.0,0.28,0.14,0.43,0.28,0.43,0.39,0.18,0.56,0.36,0.54,Matches,Freiburg
Lukas Kübler,de GER,DF,30.0,36,26,2290.0,25.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.1,1.1,0.5,1.5,19.0,90.0,38.0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,Matches,Freiburg
Michael Gregoritsch,at AUT,FW,29.0,42,23,2172.0,24.1,12.0,5.0,17.0,12.0,0.0,0.0,2.0,0.0,12.5,12.5,1.5,14.0,15.0,51.0,105.0,0.5,0.21,0.7,0.5,0.7,0.56,0.07,0.63,0.56,0.63,Matches,Freiburg
Merlin Röhl,de GER,"MF,FW",21.0,34,21,1864.0,20.7,3.0,4.0,7.0,3.0,0.0,0.0,3.0,1.0,3.1,3.1,2.7,5.8,58.0,45.0,106.0,0.14,0.19,0.34,0.14,0.34,0.16,0.13,0.29,0.16,0.29,Matches,Freiburg
Philipp Lienhart,at AUT,DF,27.0,22,20,1812.0,20.1,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,1.3,2.6,17.0,70.0,3.0,0.05,0.05,0.1,0.05,0.1,0.07,0.07,0.14,0.07,0.14,Matches,Freiburg
Jordy Makengo,fr FRA,DF,21.0,25,14,1345.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.9,30.0,61.0,42.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.06,0.02,0.06,Matches,Freiburg
Christian Günter,de GER,DF,30.0,19,15,1296.0,14.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.5,0.5,2.2,2.7,19.0,28.0,78.0,0.14,0.14,0.28,0.14,0.28,0.03,0.16,0.19,0.03,0.19,Matches,Freiburg
Noah Weißhaupt,de GER,"MF,DF",21.0,33,9,1170.0,13.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,1.7,2.8,71.0,36.0,113.0,0.15,0.15,0.31,0.15,0.31,0.09,0.15,0.24,0.09,0.24,Matches,Freiburg
Yannik Keitel,de GER,DF,23.0,18,12,1020.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,4.0,53.0,7.0,0.09,0.0,0.09,0.09,0.09,0.06,0.04,0.11,0.06,0.11,Matches,Freiburg
Maximilian Philipp,de GER,"FW,MF",29.0,22,2,426.0,4.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,3.0,10.0,32.0,0.42,0.0,0.42,0.42,0.42,0.12,0.09,0.21,0.12,0.21,Matches,Freiburg
Junior Adamu,at AUT,FW,22.0,22,2,279.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.0,3.0,3.0,13.0,0.32,0.32,0.65,0.32,0.65,0.1,0.29,0.39,0.1,0.39,Matches,Freiburg
Florent Muslija,xk KVX,MF,25.0,13,0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06,0.36,0.41,0.06,0.41,Matches,Freiburg
Kenneth Schmidt,de GER,DF,21.0,7,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.01,0.07,Matches,Freiburg
Attila Szalai,hu HUN,"DF,MF",25.0,3,0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Freiburg
Florian Müller,de GER,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Freiburg
Maximilian Breunig,de GER,FW,22.0,4,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
Fabian Rüdlin,de GER,MF,26.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Freiburg
Jaaso Jantunen,fi FIN,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Mika Baur,de GER,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Niklas Sauter,de GER,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Benjamin Uphoff,de GER,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Ryan Johansson,ie IRL,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Keven Schlotterbeck,de GER,DF,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Max Rosenfelder,de GER,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Freiburg
Ermedin Demirović,ba BIH,"FW,MF",25.0,34,34,2933.0,32.6,15.0,9.0,24.0,12.0,3.0,4.0,7.0,0.0,13.5,10.3,3.9,14.2,28.0,60.0,167.0,0.46,0.28,0.74,0.37,0.64,0.42,0.12,0.54,0.32,0.45,Matches,Augsburg
Ohis Felix Uduokhai,de GER,DF,25.0,33,33,2921.0,32.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.4,1.4,0.8,2.2,25.0,101.0,6.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.07,0.04,0.07,Matches,Augsburg
Finn Dahmen,de GER,GK,25.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Augsburg
Jeffrey Gouweleeuw,nl NED,DF,32.0,30,29,2593.0,28.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,1.8,3.2,33.0,143.0,17.0,0.03,0.0,0.03,0.03,0.03,0.05,0.06,0.11,0.05,0.11,Matches,Augsburg
Phillip Tietz,de GER,FW,26.0,35,31,2412.0,26.8,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,8.2,8.2,2.6,10.8,19.0,51.0,115.0,0.3,0.15,0.45,0.3,0.45,0.31,0.1,0.41,0.31,0.41,Matches,Augsburg
Ruben Vargas,ch SUI,"MF,FW",24.0,32,26,2052.0,22.8,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.9,3.9,2.4,6.3,57.0,77.0,145.0,0.18,0.22,0.39,0.18,0.39,0.18,0.11,0.29,0.18,0.29,Matches,Augsburg
Kevin Mbabu,ch SUI,DF,28.0,25,22,2047.0,22.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.9,2.1,70.0,84.0,106.0,0.0,0.09,0.09,0.0,0.09,0.01,0.09,0.09,0.01,0.09,Matches,Augsburg
